epoch,total,initial,pde,boundary,norm_t0,norm_t025,norm_t05,norm_t075,norm_t1
13,4308.03466796875,1.0774807929992676,4292.458984375,0.4800930619239807,0.197797492146492,0.17494413256645203,0.15393874049186707,0.17954720556735992,0.19713076949119568
14,4227.80224609375,1.0764734745025635,4212.25732421875,0.4780431091785431,0.1966155618429184,0.17413949966430664,0.15377897024154663,0.17873302102088928,0.1958639919757843
15,4151.31982421875,1.0735228061676025,4135.77978515625,0.48045697808265686,0.19562014937400818,0.17347502708435059,0.15378914773464203,0.1781170666217804,0.19478444755077362
16,4105.38427734375,1.0686416625976562,4089.9130859375,0.4784911274909973,0.19486123323440552,0.17297832667827606,0.15396690368652344,0.1777106374502182,0.19389690458774567
17,4002.7001953125,1.0639019012451172,3987.299072265625,0.4762112498283386,0.1942882239818573,0.17267099022865295,0.154338076710701,0.17746441066265106,0.19324323534965515
18,3882.28662109375,1.056676983833313,3866.984619140625,0.47352302074432373,0.19389230012893677,0.17249253392219543,0.15490493178367615,0.17741131782531738,0.19286157190799713
19,3844.819091796875,1.0555195808410645,3829.537109375,0.47268885374069214,0.19364354014396667,0.17245206236839294,0.15562273561954498,0.17752186954021454,0.19258621335029602
20,3752.51708984375,1.056328535079956,3737.23046875,0.47233110666275024,0.1935434639453888,0.17259444296360016,0.15651027858257294,0.1777895838022232,0.1924332231283188
21,3755.8720703125,1.0524351596832275,3740.632568359375,0.4715055823326111,0.19354158639907837,0.17284637689590454,0.15751172602176666,0.17816676199436188,0.19236741960048676
22,3623.88525390625,1.0481759309768677,3608.71728515625,0.4686230719089508,0.1937020868062973,0.1732175350189209,0.158650740981102,0.17867909371852875,0.19246046245098114
23,3587.565673828125,1.0444329977035522,3572.428955078125,0.4692498445510864,0.1940309703350067,0.17375721037387848,0.1598999947309494,0.17931076884269714,0.1926846206188202
24,3551.938232421875,1.0366100072860718,3536.85986328125,0.4712204337120056,0.194487065076828,0.1743766963481903,0.161228746175766,0.1800006777048111,0.19302526116371155
25,3494.331298828125,1.0369925498962402,3479.2548828125,0.4706578850746155,0.19506116211414337,0.17512723803520203,0.16266955435276031,0.18085193634033203,0.19352169334888458
26,3399.03271484375,1.0279154777526855,3384.082763671875,0.4670896828174591,0.19570760428905487,0.17594438791275024,0.1641581952571869,0.18178391456604004,0.19412995874881744
27,3289.679443359375,1.029432773590088,3274.697509765625,0.46873801946640015,0.19648736715316772,0.1768549233675003,0.16572460532188416,0.18280582129955292,0.19488078355789185
28,3242.59130859375,1.0302571058273315,3227.59521484375,0.46935534477233887,0.19741275906562805,0.17789526283740997,0.1674025058746338,0.1839422583580017,0.19567498564720154
29,3212.2607421875,1.0212031602859497,3197.33984375,0.47090888023376465,0.19844050705432892,0.17905224859714508,0.1691153347492218,0.18515147268772125,0.1966165453195572
30,3140.950927734375,1.0136688947677612,3126.110595703125,0.4703674018383026,0.1994965672492981,0.18029196560382843,0.17085957527160645,0.18638181686401367,0.19766350090503693
31,3157.438232421875,1.0115201473236084,3142.58349609375,0.4739541709423065,0.20057956874370575,0.18155285716056824,0.17259617149829865,0.187574103474617,0.19879548251628876
32,3072.19873046875,1.001327633857727,3057.46435546875,0.47212326526641846,0.20168426632881165,0.18289992213249207,0.17436620593070984,0.18878747522830963,0.20000486075878143
33,2987.14013671875,1.0001592636108398,2972.38671875,0.4751771092414856,0.20286191999912262,0.18428097665309906,0.17614881694316864,0.1899869292974472,0.20122793316841125
34,3001.14208984375,1.0048753023147583,2986.32470703125,0.47684532403945923,0.20405642688274384,0.18566714227199554,0.17795121669769287,0.19119597971439362,0.20252379775047302
35,2917.663330078125,0.9956170320510864,2902.995849609375,0.47115358710289,0.20519691705703735,0.18704648315906525,0.1796954721212387,0.19240029156208038,0.20380567014217377
36,2849.729736328125,0.9938585758209229,2835.05859375,0.4732608497142792,0.20635688304901123,0.18841563165187836,0.1814018338918686,0.19359798729419708,0.20502692461013794
37,2831.03662109375,0.988351047039032,2816.41943359375,0.4733523726463318,0.20755277574062347,0.1897754669189453,0.18306030333042145,0.19477421045303345,0.20618943870067596
38,2751.689208984375,0.9846205711364746,2737.08154296875,0.47615373134613037,0.20879244804382324,0.19112195074558258,0.1847122460603714,0.1959436684846878,0.20740140974521637
39,2696.90576171875,0.9857609272003174,2682.2529296875,0.47952818870544434,0.2099457085132599,0.19242003560066223,0.18635404109954834,0.1970674693584442,0.2085496038198471
40,2639.299560546875,0.9833455085754395,2624.658203125,0.480795681476593,0.2110472321510315,0.19369624555110931,0.18798081576824188,0.19819146394729614,0.20966319739818573
41,2639.116943359375,0.9697067737579346,2624.609130859375,0.4810851514339447,0.2121366709470749,0.19496290385723114,0.18962910771369934,0.19936220347881317,0.21073950827121735
42,2587.7607421875,0.9740564823150635,2573.169921875,0.4850393235683441,0.21314969658851624,0.19619759917259216,0.1912234127521515,0.2005130648612976,0.21182389557361603
43,2499.22705078125,0.9611004590988159,2484.825927734375,0.4790114462375641,0.2142125815153122,0.19747546315193176,0.1928463727235794,0.20167182385921478,0.2129238247871399
44,2473.824462890625,0.9636135101318359,2459.3388671875,0.48493292927742004,0.2152061015367508,0.19879132509231567,0.19449229538440704,0.20282898843288422,0.21403157711029053
45,2409.65283203125,0.961370587348938,2395.235107421875,0.480389803647995,0.21613651514053345,0.2000804841518402,0.19609692692756653,0.20396548509597778,0.2151084542274475
46,2358.08349609375,0.9541763067245483,2343.72021484375,0.48216262459754944,0.21704143285751343,0.20136229693889618,0.19765543937683105,0.20506493747234344,0.21611766517162323
47,2347.607177734375,0.9439586997032166,2333.3212890625,0.48461562395095825,0.2179461568593979,0.20267528295516968,0.1992233246564865,0.2062104344367981,0.21716004610061646
48,2298.842529296875,0.9489001035690308,2284.488525390625,0.48650988936424255,0.21882236003875732,0.2039783000946045,0.20078478753566742,0.20730260014533997,0.21815043687820435
49,2211.34521484375,0.9488399028778076,2197.013671875,0.4843292534351349,0.21965816617012024,0.2053157240152359,0.20240294933319092,0.2084519863128662,0.21914587914943695
50,2206.779541015625,0.9378274083137512,2192.53369140625,0.48677340149879456,0.22046922147274017,0.20661000907421112,0.20393304526805878,0.20955514907836914,0.22009629011154175
51,2171.638916015625,0.931800901889801,2157.454345703125,0.48664072155952454,0.22124260663986206,0.2079184651374817,0.20546546578407288,0.21061594784259796,0.22106708586215973
52,2083.927001953125,0.9337100982666016,2069.739990234375,0.4849858283996582,0.2220029979944229,0.20923717319965363,0.2070092111825943,0.21170751750469208,0.22209590673446655
53,2093.302978515625,0.9243283271789551,2079.1953125,0.4864587187767029,0.22270599007606506,0.21054363250732422,0.20853291451931,0.2127808928489685,0.22316373884677887
54,1997.8695068359375,0.9161216020584106,1983.843994140625,0.4864314794540405,0.22346395254135132,0.2118816375732422,0.21013052761554718,0.2138693779706955,0.22425320744514465
55,2036.97705078125,0.916883111000061,2022.8955078125,0.49127164483070374,0.2241930365562439,0.21322232484817505,0.2116774171590805,0.21490350365638733,0.22528909146785736
56,1949.39599609375,0.9100966453552246,1935.41162109375,0.48834675550460815,0.2249031960964203,0.21458077430725098,0.21322639286518097,0.21591678261756897,0.22635088860988617
57,1964.25732421875,0.9059424996376038,1950.304931640625,0.48929035663604736,0.22555619478225708,0.21593233942985535,0.2147950381040573,0.21690815687179565,0.22733010351657867
58,1909.96826171875,0.8972932696342468,1896.117431640625,0.48779842257499695,0.22618110477924347,0.21730031073093414,0.21637366712093353,0.21786895394325256,0.2283605933189392
59,1879.556884765625,0.8999683856964111,1865.59326171875,0.4963938295841217,0.2268177568912506,0.21867571771144867,0.21797101199626923,0.21879220008850098,0.22941352427005768
60,1831.775146484375,0.8942403793334961,1817.9173583984375,0.4915357232093811,0.22744996845722198,0.22008958458900452,0.21959666907787323,0.21976476907730103,0.23042577505111694
61,1821.323486328125,0.8900895118713379,1807.49267578125,0.4929879605770111,0.22809037566184998,0.2215442657470703,0.22123406827449799,0.22075802087783813,0.23146480321884155
62,1769.8153076171875,0.8851954936981201,1756.0533447265625,0.49099916219711304,0.22886046767234802,0.2230580449104309,0.22292892634868622,0.22186429798603058,0.2325189858675003
63,1746.7435302734375,0.8744778633117676,1733.05029296875,0.49485090374946594,0.22962482273578644,0.2245589792728424,0.2246055006980896,0.22295917570590973,0.23352912068367004
64,1680.3594970703125,0.8844479322433472,1666.55908203125,0.49559512734413147,0.23045717179775238,0.22609199583530426,0.22630241513252258,0.22399748861789703,0.2345375418663025
65,1701.09765625,0.8685640096664429,1687.476318359375,0.4935612678527832,0.23124617338180542,0.22762668132781982,0.22798532247543335,0.2250424176454544,0.23552711308002472
66,1643.7418212890625,0.8681644201278687,1630.115478515625,0.4944705367088318,0.23203237354755402,0.22917470335960388,0.22973287105560303,0.22611968219280243,0.23655477166175842
67,1618.1025390625,0.8607921600341797,1604.562255859375,0.4932331442832947,0.23286011815071106,0.2307298481464386,0.23150315880775452,0.2272348552942276,0.2375812977552414
68,1609.458984375,0.856680154800415,1595.943115234375,0.494907021522522,0.23371358215808868,0.2323056310415268,0.23332005739212036,0.22840385138988495,0.23865488171577454
69,1557.169189453125,0.8510560393333435,1543.68896484375,0.496965229511261,0.23463545739650726,0.23396112024784088,0.23524805903434753,0.22966286540031433,0.2397637516260147
70,1519.46875,0.8409422636032104,1506.106201171875,0.4953087270259857,0.23562434315681458,0.23569905757904053,0.23725734651088715,0.23098458349704742,0.24097084999084473
71,1489.1414794921875,0.8374110460281372,1475.7891845703125,0.49781662225723267,0.23668359220027924,0.23748016357421875,0.23927569389343262,0.23234419524669647,0.2422199696302414
72,1483.7083740234375,0.831623911857605,1470.3900146484375,0.5002086162567139,0.23780927062034607,0.23932330310344696,0.24127094447612762,0.23370103538036346,0.24350358545780182
73,1455.0947265625,0.8333463668823242,1441.755859375,0.5005314946174622,0.2389148324728012,0.24112550914287567,0.243226557970047,0.2350149303674698,0.2447986751794815
74,1411.531494140625,0.8267486095428467,1398.237060546875,0.502700924873352,0.24007579684257507,0.24304045736789703,0.24529218673706055,0.23642519116401672,0.24619166553020477
75,1393.002197265625,0.8238147497177124,1379.775390625,0.49886107444763184,0.24132317304611206,0.24495761096477509,0.24737508594989777,0.23788298666477203,0.2475779503583908
76,1368.333251953125,0.8220115303993225,1355.0582275390625,0.5054939389228821,0.242560014128685,0.24686402082443237,0.2494252473115921,0.239310160279274,0.24893170595169067
77,1331.445068359375,0.8127184510231018,1318.250732421875,0.5067155957221985,0.24390672147274017,0.24880622327327728,0.25157928466796875,0.24075563251972198,0.25036656856536865
78,1332.6728515625,0.8043262362480164,1319.578369140625,0.5051295757293701,0.2452331930398941,0.2507071793079376,0.25372761487960815,0.24223826825618744,0.2518159747123718
79,1268.97998046875,0.8093199729919434,1255.8372802734375,0.5049570202827454,0.24663682281970978,0.25266727805137634,0.25593745708465576,0.24375955760478973,0.2532793879508972
80,1281.074951171875,0.802169144153595,1268.002685546875,0.5050564408302307,0.2480684071779251,0.25460371375083923,0.2581152021884918,0.24525713920593262,0.2546820640563965
81,1245.04541015625,0.796396017074585,1232.0096435546875,0.5071780681610107,0.24951329827308655,0.2565540373325348,0.2602916657924652,0.24672147631645203,0.2560763955116272
82,1198.7666015625,0.7931334972381592,1185.71630859375,0.5119069218635559,0.25100061297416687,0.2585351765155792,0.2624700367450714,0.24818244576454163,0.2575162351131439
83,1201.62255859375,0.7811397314071655,1188.7130126953125,0.509814977645874,0.2523868978023529,0.2604598104953766,0.2646632194519043,0.24963714182376862,0.25893163681030273
84,1163.35400390625,0.7907348871231079,1150.3248291015625,0.5121864676475525,0.25374773144721985,0.2623966932296753,0.2668518126010895,0.25111478567123413,0.26038479804992676
85,1164.45068359375,0.7783498167991638,1151.52490234375,0.5142329335212708,0.2550853192806244,0.2642657458782196,0.268954873085022,0.25258827209472656,0.2617931365966797
86,1107.6966552734375,0.7801161408424377,1094.773193359375,0.5122359991073608,0.2565579414367676,0.2663264572620392,0.27122434973716736,0.2541995644569397,0.26334771513938904
87,1098.566650390625,0.7706904411315918,1085.6864013671875,0.5173284411430359,0.25801634788513184,0.26841217279434204,0.27351418137550354,0.2558685541152954,0.2649034857749939
88,1094.0963134765625,0.7678183913230896,1081.24951171875,0.516859233379364,0.25943002104759216,0.27051571011543274,0.2758646607398987,0.25758838653564453,0.2664612829685211
89,1057.979248046875,0.7659397721290588,1045.12890625,0.5190892815589905,0.2608681321144104,0.27264100313186646,0.2782864272594452,0.2593466639518738,0.2681042551994324
90,1052.3997802734375,0.7537791728973389,1039.690673828125,0.5171281099319458,0.26234352588653564,0.2748299837112427,0.28074148297309875,0.2612003982067108,0.26975762844085693
91,1020.872314453125,0.7521060109138489,1008.1375732421875,0.5213654041290283,0.2638649344444275,0.2770204544067383,0.28318703174591064,0.2630663216114044,0.271450012922287
92,1008.5308227539062,0.7480854988098145,995.8064575195312,0.5243542194366455,0.26536980271339417,0.2791939973831177,0.28560468554496765,0.26494553685188293,0.2731545865535736
93,979.1908569335938,0.7547893524169922,966.3818969726562,0.5261051058769226,0.26685842871665955,0.2813035249710083,0.287954181432724,0.2668048143386841,0.27481186389923096
94,975.5947875976562,0.7452729940414429,962.9056396484375,0.5236406326293945,0.2683674991130829,0.28340694308280945,0.2903396487236023,0.26869431138038635,0.27650898694992065
95,945.4459228515625,0.7381536960601807,932.7474365234375,0.53169846534729,0.26985135674476624,0.2855311334133148,0.292755663394928,0.2706277072429657,0.27829447388648987
96,927.9024658203125,0.7333139777183533,915.2957763671875,0.5273556113243103,0.27135151624679565,0.2876540720462799,0.29517844319343567,0.2725318372249603,0.28010445833206177
97,916.4178466796875,0.7305485010147095,903.8170776367188,0.5295282602310181,0.27285656332969666,0.28973957896232605,0.2974930703639984,0.27437958121299744,0.281799852848053
98,907.388427734375,0.7324336767196655,894.7811279296875,0.528293251991272,0.2744002044200897,0.2918514013290405,0.29984697699546814,0.27626821398735046,0.28355279564857483
99,886.1038208007812,0.7269338369369507,873.5410766601562,0.5293415784835815,0.2759774625301361,0.2939469814300537,0.3022225499153137,0.2781914174556732,0.2853776216506958
100,865.962646484375,0.7259500026702881,853.3811645507812,0.5321955680847168,0.27754101157188416,0.2959917485713959,0.30450746417045593,0.2800692021846771,0.2871711254119873
101,850.8438720703125,0.7202432155609131,838.3026733398438,0.5338753461837769,0.27926069498062134,0.2981475293636322,0.3069130778312683,0.28205594420433044,0.28904247283935547
102,831.3970947265625,0.71620774269104,818.8673706054688,0.5367684960365295,0.28104549646377563,0.3002707362174988,0.3093000054359436,0.2840380370616913,0.2909601032733917
103,820.0640258789062,0.7087703943252563,807.616455078125,0.5359838604927063,0.2827712893486023,0.30241695046424866,0.31164366006851196,0.2859587073326111,0.2928944528102875
104,811.5331420898438,0.707366406917572,799.0617065429688,0.5397791862487793,0.2844635844230652,0.30449679493904114,0.31390181183815,0.287806898355484,0.29475635290145874
105,781.8883666992188,0.7093135118484497,769.3863525390625,0.5408857464790344,0.28614580631256104,0.30656328797340393,0.31612008810043335,0.28965941071510315,0.29657623171806335
106,774.865478515625,0.7040884494781494,762.3831787109375,0.544140100479126,0.28791940212249756,0.3087138533592224,0.3183129131793976,0.29158031940460205,0.29844310879707336
107,757.6907348632812,0.7015718221664429,745.2442626953125,0.5430749654769897,0.2897017002105713,0.3108656704425812,0.3205084800720215,0.2934587895870209,0.3002760410308838
108,755.385986328125,0.6963329315185547,742.99462890625,0.5428046584129333,0.2913665771484375,0.3128991723060608,0.3226708769798279,0.29530224204063416,0.3021315336227417
109,731.7908935546875,0.6918627023696899,719.43603515625,0.5436188578605652,0.2929675281047821,0.31487199664115906,0.32469847798347473,0.2970784604549408,0.3039452135562897
110,711.6451416015625,0.687872588634491,699.31689453125,0.5449493527412415,0.29461270570755005,0.31685003638267517,0.32675567269325256,0.2988691031932831,0.30584171414375305
111,692.299560546875,0.6891734600067139,679.9277954101562,0.548002302646637,0.2962207794189453,0.3188159167766571,0.32878825068473816,0.3006548285484314,0.30780309438705444
112,689.2579956054688,0.6857919692993164,676.9051513671875,0.5494922399520874,0.29783424735069275,0.3207690715789795,0.3308359384536743,0.3024681508541107,0.309751957654953
113,677.0717163085938,0.6865081787109375,664.7047729492188,0.55019211769104,0.29950687289237976,0.32282739877700806,0.3328973650932312,0.30426618456840515,0.3117744028568268
114,652.74951171875,0.6809513568878174,640.4109497070312,0.552905261516571,0.3011229932308197,0.32490333914756775,0.33494117856025696,0.30612248182296753,0.3138791620731354
115,658.1203002929688,0.6763798594474792,645.829345703125,0.5527145266532898,0.3027312457561493,0.32692670822143555,0.33692607283592224,0.3079601228237152,0.3160017132759094
116,642.0280151367188,0.6757752895355225,629.7574462890625,0.5512826442718506,0.3043568432331085,0.32888495922088623,0.3388839662075043,0.30978283286094666,0.31816694140434265
117,641.1051025390625,0.6761622428894043,628.7874145507812,0.5556079149246216,0.3058771789073944,0.33070406317710876,0.3407873213291168,0.3115689158439636,0.3202492594718933
118,609.8145141601562,0.6735277771949768,597.51416015625,0.5565045475959778,0.30737054347991943,0.33238208293914795,0.3425910770893097,0.3132772445678711,0.3222258388996124
119,602.7721557617188,0.666567325592041,590.5281982421875,0.5578294992446899,0.30894413590431213,0.33417537808418274,0.34453365206718445,0.3151155412197113,0.324238121509552
120,599.8612060546875,0.6642557382583618,587.650634765625,0.5568003058433533,0.3105907440185547,0.3360051214694977,0.3465252220630646,0.31694692373275757,0.3262394368648529
121,581.406982421875,0.6696860790252686,569.1151123046875,0.5595019459724426,0.3123268485069275,0.33792346715927124,0.34865596890449524,0.3189792037010193,0.32833927869796753
122,581.281005859375,0.6639984846115112,569.043212890625,0.559777021408081,0.3139888644218445,0.33980682492256165,0.3508036434650421,0.3210667669773102,0.330386757850647
123,555.8098754882812,0.6625159978866577,543.5838623046875,0.5600807666778564,0.3157753348350525,0.3418262302875519,0.35306593775749207,0.3232658803462982,0.33249610662460327
124,552.8560791015625,0.6615943908691406,540.6051025390625,0.5634996891021729,0.3174487352371216,0.343749463558197,0.35518041253089905,0.3253937363624573,0.3344970941543579
125,554.4358520507812,0.6596591472625732,542.1959228515625,0.564328670501709,0.31903406977653503,0.3456008732318878,0.3571392297744751,0.3274022340774536,0.33637508749961853
126,530.3402099609375,0.659174382686615,518.1072387695312,0.5641254186630249,0.32061851024627686,0.34744811058044434,0.3589901924133301,0.32935118675231934,0.3382335305213928
127,515.95849609375,0.6543574333190918,503.7541198730469,0.566078245639801,0.3224123418331146,0.34942537546157837,0.360903263092041,0.3313907980918884,0.3401246666908264
128,515.4393310546875,0.6507662534713745,503.2518615722656,0.567981481552124,0.32409700751304626,0.35128459334373474,0.36273303627967834,0.33338072896003723,0.34188807010650635
129,505.4827575683594,0.6484147310256958,493.3484802246094,0.5650113224983215,0.32576248049736023,0.35317614674568176,0.3644472658634186,0.33527377247810364,0.34365954995155334
130,496.0177917480469,0.6530168056488037,483.7771911621094,0.5710419416427612,0.32750368118286133,0.35507747530937195,0.3661719560623169,0.33720600605010986,0.34549498558044434
131,476.62921142578125,0.6484200954437256,464.4499816894531,0.5695035457611084,0.3292279839515686,0.3569906949996948,0.36788275837898254,0.33907783031463623,0.34731554985046387
132,480.2117919921875,0.6486113667488098,468.00811767578125,0.5717554688453674,0.3310370445251465,0.3589203655719757,0.36965399980545044,0.34096938371658325,0.3491293489933014
133,459.1100769042969,0.643264889717102,446.93646240234375,0.5740957260131836,0.33299747109413147,0.36100998520851135,0.37164169549942017,0.34306612610816956,0.3510645627975464
134,463.6470031738281,0.6421824097633362,451.47869873046875,0.5746479630470276,0.33494529128074646,0.3630572557449341,0.3735809326171875,0.3451679050922394,0.35296839475631714
135,450.224365234375,0.6399204730987549,438.0623779296875,0.576278030872345,0.33691757917404175,0.3650844991207123,0.37553438544273376,0.3472873270511627,0.35490649938583374
136,443.0489501953125,0.6391246318817139,430.896484375,0.5761227011680603,0.3388635218143463,0.36703261733055115,0.37741878628730774,0.3493209481239319,0.3567740023136139
137,436.49945068359375,0.6398341655731201,424.33990478515625,0.5761206150054932,0.3406946361064911,0.368892103433609,0.37905147671699524,0.3511596620082855,0.3584330677986145
138,425.63604736328125,0.6343150734901428,413.5148010253906,0.5778113007545471,0.3425702452659607,0.37074968218803406,0.38066813349723816,0.3529420495033264,0.3601129949092865
139,422.2384948730469,0.6361397504806519,410.0675048828125,0.5809603333473206,0.3443768322467804,0.3725113272666931,0.3822242021560669,0.35462257266044617,0.3617105782032013
140,414.158935546875,0.6342395544052124,401.9917907714844,0.5824742317199707,0.3460768759250641,0.3742029070854187,0.3836488723754883,0.35618171095848083,0.36321374773979187
141,396.8277282714844,0.6360567212104797,384.6500244140625,0.5817136168479919,0.3478480577468872,0.37601056694984436,0.3851270079612732,0.3577907383441925,0.3648568391799927
142,401.6311340332031,0.632443904876709,389.46905517578125,0.5837651491165161,0.3496426045894623,0.37784484028816223,0.3865983188152313,0.35935959219932556,0.3664863109588623
143,389.353759765625,0.6365973949432373,377.1258544921875,0.5861925482749939,0.35162776708602905,0.3799239993095398,0.38825637102127075,0.36108335852622986,0.36823180317878723
144,384.78106689453125,0.6364408731460571,372.57183837890625,0.5844804048538208,0.3534514605998993,0.38182124495506287,0.3897664248943329,0.36263546347618103,0.36987972259521484
145,372.2456359863281,0.6291067600250244,360.0802001953125,0.5874345898628235,0.35537394881248474,0.3837962746620178,0.39130526781082153,0.3642489016056061,0.3716641664505005
146,362.0449523925781,0.6266580820083618,349.89129638671875,0.5887079834938049,0.3574354350566864,0.3859124779701233,0.3929843306541443,0.3659569025039673,0.3735983669757843
147,362.648681640625,0.6291310787200928,350.4776306152344,0.5879731774330139,0.35953062772750854,0.38812410831451416,0.3948349952697754,0.36779528856277466,0.37563562393188477
148,348.4635314941406,0.6286255121231079,336.2424621582031,0.5934807658195496,0.3617377281188965,0.39046618342399597,0.3968849778175354,0.36981379985809326,0.3778238892555237
149,347.5884094238281,0.6224923729896545,335.4176330566406,0.5945851802825928,0.3638937771320343,0.3927781283855438,0.3989647626876831,0.3718312084674835,0.38000813126564026
150,343.4998474121094,0.6235625743865967,331.3157958984375,0.5948430895805359,0.3661743104457855,0.39524340629577637,0.40112483501434326,0.3739334046840668,0.3822842836380005
151,335.776611328125,0.6200795769691467,323.598388671875,0.5977428555488586,0.3685285747051239,0.3976617455482483,0.40341436862945557,0.3761466443538666,0.3845874071121216
152,331.2239990234375,0.6202132701873779,319.0269775390625,0.5994918346405029,0.3706827163696289,0.3999394178390503,0.40563133358955383,0.3782448470592499,0.38673365116119385
153,321.5092468261719,0.6204472780227661,309.3201599121094,0.5984616875648499,0.3729500472545624,0.40223875641822815,0.4079650044441223,0.380458265542984,0.3889640271663666
154,320.3769836425781,0.6213290691375732,308.1416015625,0.602208137512207,0.375085711479187,0.40440741181373596,0.41009923815727234,0.3825816512107849,0.3911062180995941
155,316.0494079589844,0.6201735734939575,303.8065490722656,0.6041133403778076,0.37714332342147827,0.4064911901950836,0.41214221715927124,0.38471534848213196,0.3932488262653351
156,315.3287353515625,0.6107347011566162,303.17498779296875,0.60463947057724,0.3788711130619049,0.40824806690216064,0.41384363174438477,0.3865428864955902,0.39506739377975464
157,305.464111328125,0.6110620498657227,293.31695556640625,0.603654146194458,0.38065025210380554,0.4099884629249573,0.4155127704143524,0.3883640468120575,0.3968823254108429
158,302.0136413574219,0.6142839193344116,289.8061218261719,0.6064658761024475,0.3822471499443054,0.411537766456604,0.4169546663761139,0.3899121880531311,0.39848440885543823
159,295.2602233886719,0.6116377115249634,283.0467834472656,0.6097068786621094,0.3839370012283325,0.4131277799606323,0.4185030162334442,0.3914967179298401,0.4001848101615906
160,294.2348937988281,0.6083630323410034,282.06719970703125,0.6084067225456238,0.3853815793991089,0.41445624828338623,0.4197756350040436,0.3928689956665039,0.40166857838630676
161,283.41461181640625,0.6144698262214661,271.17242431640625,0.6097506880760193,0.3866485059261322,0.4156101644039154,0.42083659768104553,0.3941306173801422,0.40300485491752625
162,277.5792236328125,0.608159065246582,265.3865966796875,0.6111011505126953,0.38785257935523987,0.4166882336139679,0.42184069752693176,0.39532551169395447,0.40428006649017334
163,270.21075439453125,0.6086201667785645,257.9876403808594,0.6136893033981323,0.38920164108276367,0.4179855287075043,0.4229530096054077,0.39658400416374207,0.4057348072528839
164,271.84808349609375,0.6044481992721558,259.679443359375,0.6124151945114136,0.3904843032360077,0.4192640483379364,0.42397499084472656,0.39776521921157837,0.4071837067604065
165,267.3346862792969,0.6063765287399292,255.12953186035156,0.6141385436058044,0.39172133803367615,0.4205278754234314,0.4250059425830841,0.39891141653060913,0.4086036682128906
166,255.33885192871094,0.6062661409378052,243.12864685058594,0.6147534847259521,0.3933180272579193,0.4222046136856079,0.42635512351989746,0.4004180133342743,0.41040247678756714
167,257.2149353027344,0.6052656769752502,244.98553466796875,0.6176750659942627,0.394917368888855,0.4238895773887634,0.4277888536453247,0.40202051401138306,0.4122633635997772
168,256.11859130859375,0.6072885394096375,243.85902404785156,0.6186690330505371,0.39651721715927124,0.4256080389022827,0.4292571246623993,0.40366947650909424,0.4141945540904999
169,249.87356567382812,0.6032354831695557,237.6583251953125,0.6182883977890015,0.3980313539505005,0.4273492991924286,0.4306647479534149,0.40530654788017273,0.4160521626472473
170,244.38919067382812,0.6037263870239258,232.13934326171875,0.6212587356567383,0.3995611369609833,0.4291069209575653,0.43209925293922424,0.4070388376712799,0.417966365814209
171,239.7596435546875,0.6019206047058105,227.5007781982422,0.6239659190177917,0.400988906621933,0.43070825934410095,0.4334539771080017,0.40864622592926025,0.4197361171245575
172,240.9420928955078,0.6012732982635498,228.72598266601562,0.6203382015228271,0.4026907980442047,0.4325219690799713,0.4350500702857971,0.41044196486473083,0.4217705726623535
